"app_id","first_payment","second_payment","tot_users","avg_daily_users","avg_daily_admins","avg_daily_msgs","avg_daily_cmts","avg_daily_mails","avg_daily_cnvs","sum_tot_dur","old_id","time_to_trial"
128719,5110,15480,3625,353,9.300000000000001,0.7,1.3,0.1,6.1,36325,10417,0
132666,0,0,1,0,0,0.43,0,0,0,,10938,0
114864,47300,0,2,0,3.57,0,0,0,0,28703,11785,4
123321,9090,9250,621,15,3,0.58,4.42,0.17,4,45984,9735,0
147168,0,0,8,5,1.5,4,27.5,0.5,4,308091,13354,0
139734,14080,0,54,2,3,0,0.5,0.5,1,54462,12355,0
141660,49920,0,19098,0,5.67,0,0,0,0,768337,12319,0
11639,175400,453700,150895,10903,9.42,9.51,36.77,8.56,515.41,,1249,0
4591,4900,0,696,2,1,0.33,0.03,0.02,0,,844,362
12438,28100,34700,184874,1616,6.56,2.53,14.68,6.75,4215.48,,1455,0
11282,14900,14900,54806,293,5.2,13.02,13.17,16.28,144.76,335705,2583,63
14232,21500,24800,19336,473,5.82,0.93,20.23,9.5,973.55,537099,2054,0
20735,14900,0,19,0,0.17,0.16,0.07000000000000001,0,0.37,,3861,0
22407,0,0,1,0,2,0.02,0,0,0.01,,4165,0
1763,4900,4900,77,0,3.38,0.04,0.01,0.02,0.02,58829,2710,306
12783,4900,4900,1,0,1,0.09,0,0,0.02,,1547,0
7530,4900,4900,5776,212,9.380000000000001,2.64,11.52,5.12,223.05,,676,426
17636,9800,4900,190,1,4.99,0.11,0.22,0.06,0.83,970379,3197,0
16058,4900,0,47,0,1,0.04,0.05,0.05,0.1,34263,2622,0
17588,0,0,10808,0,0.04,0.04,0,0,0.02,,3177,0
18180,9800,9800,12,0,2.88,0.07000000000000001,0.02,0.03,0.03,14623,4424,4
21819,14900,14900,2336,134,6.47,0.22,1.51,0.38,52.05,,4296,1
30983,14900,14900,19352,36,3.13,0.85,1.06,0.2,93.84999999999999,59057,4855,0
24374,4900,14900,487,24,2,0.63,2.24,0.35,4.55,16161,4578,0
23049,29800,29800,70,6,6.18,1.16,1.1,0.34,11.34,37069,4464,1
23647,4900,4900,35,1,1,0.04,0.1,0.04,0.72,15940,4728,1
12231,28100,24800,45392,669,3,0.76,7.1,2.64,374.95,94889,1686,1
10395,4900,4900,1295,50,7.32,0.85,0.6899999999999999,0.32,68.05,,1059,1
9664,20800,20800,1003,16,4.49,0.49,0.22,0.22,45.13,567269,1269,3
15331,4900,4900,229,9,8.550000000000001,1.95,1.86,0.45,10.18,833755,2535,0
58106,0,0,5599,0,1.97,0.11,0,0,0,2312,5589,0
92594,4900,4900,297,4,2,1,1.4,0.2,0.8,88974,6308,0
92390,4970,5110,365,1,3.86,0,1.14,0.43,0,10540,6437,0
114859,66500,66500,2373565,24897,1,0.15,0.1,0,162.95,10025,10448,2
117871,4900,4900,6,0,1.69,0.06,0,0.06,0.06,6173,9977,1
126640,0,0,1,0,1,0.36,0.09,0,0.09,686,10181,0
138284,8935,0,6,2,3,0.5,0.75,0,0.25,94198,11746,0
124202,4900,4900,15,0,1,0.21,0,0,0,44405,9888,0
101880,5700,5700,1,0,1,0,0,0,0,,8486,426
123412,0,0,0,0,0,0,0,0,0,,9756,0
24226,23300,27090,1538,1,4.84,0.76,0.06,0.5,21.68,265461,4547,0
127262,8500,16175,946,121,14.25,9.33,80.58,2.67,41.25,184056,10242,0
129614,9180,9180,0,0,1,0,0,0,0,14900,10529,0
105959,4900,4900,40,6,1,0,0,0,0,77847,6874,0
121979,4900,4900,4,0,0.71,0.43,0.43,0,0.29,,9482,0
118651,4900,4900,14,1,1.5,0.21,0,0,0.07000000000000001,1666,10120,1
120018,4900,4900,178,4,2.85,1.46,0.46,0.62,2.46,46306,9730,1
134022,9180,9180,101,8,1,0.57,0.14,0,0.57,70155,11151,0
70712,4900,4900,333,25,2.92,0.5,0.42,0.33,7.5,31494,5854,0
59201,12700,12700,1939,83,5.55,2.91,10,0.82,9.359999999999999,772437,5747,69
73592,7900,7900,308,15,12.73,0.45,4.91,0.64,0.45,1867627,5903,0
127687,5890,5890,260,0,1,0,0,0,0,5678,10562,1
104947,6300,10020,1636,11,4.6,1,1.2,0.4,2.2,70868,6634,0
123409,239600,239600,297236,8483,5.07,0.5,2.93,0.36,1017.21,42496,9910,0
137914,0,0,4,0,1,0,0,0,0,464772,11691,0
138524,0,0,6,2,2.5,1.25,0,0,0,35769,11789,0
137010,0,0,30,0,2.8,0,0,0,0,12039,14032,1
108198,9180,9180,177,24,4,6,17.33,6,70.33,2250471,7412,0
102410,36230,49920,12261,88,5.6,0,0,0,0,34497,7489,1
96993,7900,0,130,10,1,0,0,0,0,49875,6409,0
106541,9180,9180,10,1,1,1.67,1.33,0,0.67,28914,7031,0
107202,5700,5700,20,0,5.75,2,0,0,0.5,246284,7236,0
151988,0,0,97,42,3,2,6,0,9,575937,13989,0
14443,4900,4900,196,4,5.34,0.54,1.28,0.43,3.06,197904,3390,359
23041,4900,4900,321,21,5.17,0.76,1.42,0.38,9.34,608656,4295,0
19987,0,0,7,0,0.14,0.06,0,0,0.04,,3755,0
18504,0,0,1,0,1,0.03,0.01,0,0.02,267,3545,0
12035,4900,4900,1941,21,1.78,0.37,1.23,0.63,54.32,,1479,1
55742,4900,4900,25,1,1,0.27,0.07000000000000001,0.07000000000000001,0.17,115997,5536,0
24676,4900,4900,1527,6,2.8,0.47,0.37,0.12,0.42,54801,4676,0
8342,4900,4900,1,0,0.85,0.02,0,0,0,,648,0
16268,4900,4900,3858,6,3.95,0.25,0.9399999999999999,0.42,21.41,,2714,0
4684,12600,11500,7802,396,1.13,0.06,0.23,0.17,4.29,25600,2145,300
17853,4900,4900,11,0,1.1,0.12,0.16,0,0.08,36140,3269,0
10430,8200,14800,16063,109,8.300000000000001,0.29,0.5600000000000001,0.44,60.15,,1784,5
14056,4900,4900,105,1,2,0.02,0.01,0,0.06,282364,2005,0
11364,4900,4900,195,4,1.57,0.66,1.04,0.58,6.42,99597,1860,4
24321,14900,24700,46,1,4.33,0.11,0.09,0,0.13,75788,4566,0
80179,7900,7900,61,1,2.56,0.44,0.22,0.11,1.33,1392,6068,0
10459,4900,4900,570,41,12.85,0.15,0.75,0.6,0.15,1877177,5734,302
20439,18490,9180,78,1,1.14,0.05,0.09,0,0.06,871363,3825,0
22284,4900,0,298,17,1.76,0.07000000000000001,0,0,0.06,66950,4584,2
22319,46080,58420,3783,299,2.96,0.9399999999999999,6.44,4.07,210.71,921602,4142,0
70369,14100,10900,3187,13,1,0.18,0,0,0.18,99411,5900,0
11304,4900,4900,912,10,3.2,1.28,4.58,3.56,37.53,,1134,0
31741,4900,4900,176,14,2.94,0.58,0.27,0.25,1.58,37089,4866,0
17832,6000,7100,4253,73,9.15,0.89,1.35,0.39,18.54,189928,3265,0
135241,4900,0,229,83,3.8,0.8,3.4,0.4,0.8,148419,11322,0
135186,0,0,483,0,0,0,0,0,0,,11297,0
137693,16590,0,882,10,1,1.75,3.5,1,3.75,317994,11673,0
108607,5700,5700,2,0,1,0,0,0,0,103,7765,425
125058,5300,5700,133,32,11.55,0.64,1.73,0,1.09,336119,9995,0
101284,4900,4900,118,4,3.5,3.33,5,4.5,2.83,19758,6511,0
133961,0,0,29,0,1,0.29,0,0,1,532,14791,2
121349,4900,4900,0,0,1,0,0,0,0,1719,9389,0
143230,0,0,25,0,5,0,0,0,0,20350,12582,0
148822,0,0,352,0,1,1,0,0,0,4051,13487,0
151980,0,0,3,0,4,0,0,0,0,,13985,0
149601,0,0,9235,0,1,0.5,0,0,0,163,13615,0
16996,4900,4900,439,6,3.27,0.13,0.13,0.07000000000000001,2.32,4920,3085,1
12579,7100,7100,2061,126,3.15,1.15,2.26,0.76,123.78,,1529,1
16113,14800,17000,73549,168,6.52,4.08,9.91,5.28,1358.55,178614,2648,0
4889,4900,4900,2996,54,3.35,0.91,3.6,0.75,136.4,,651,360
19389,4900,4900,61,0,2,0.06,0.06,0,0.53,,3671,0
21489,0,0,10,0,0.05,0.02,0,0,0.01,,4035,0
21696,14900,14900,1007,36,5.79,1.05,0.97,0.26,20.92,659502,4036,0
16091,8200,8200,9953,374,8.26,5.01,3.5,2.24,664.91,143288,2637,0
12638,41800,33100,101270,191,3.07,0.49,3.32,0.99,775.52,49162,3000,360
14502,15900,18200,11255,260,9.84,1.08,2.76,2.05,366.76,66963,2190,0
21457,4900,4900,92,1,1.99,0.06,0.09,0.09,0.53,25477,4045,0
39963,0,0,1366,0,0.18,0.41,0.2,0.04,0.29,,5007,0
17115,4900,4900,93,1,2.99,0.04,0.02,0.01,0.57,19797,3012,0
5397,14900,14900,79,0,1,0.03,0,0,0.01,11069,4746,731
24509,19800,0,193,2,1,0.07000000000000001,0,0,0,2108,4622,0
79256,4900,4900,37,1,1,0,0,0,0.13,26542,6043,0
46157,4900,4900,1421,0,1,0,0,0,0,72,5333,0
21322,18200,24800,57954,1861,10.5,4.51,8.640000000000001,4.95,160.17,245075,3966,0
14999,0,0,148,5,1,0.21,0.07000000000000001,0,0.62,15067,2376,0
71977,20330,21390,3872,21,5.44,0,0,0,0,8374,7368,1
6610,132060,132060,51742,107,12.78,16.57,39.52,20.96,160.65,262817,8419,1157
124707,12480,15030,1625,76,8.460000000000001,3.77,12.62,3,41.23,161353,10081,0
124256,0,0,21,1,2.07,0.14,0,0,1.21,,10043,0
95857,4900,4900,0,0,1,0.43,0,0,0,90578,6392,0
116701,9180,9180,872,18,9.31,0.85,0.92,0.08,15.15,142309,8857,0
80940,0,0,3,0,2,1.1,0.7,0.1,0.8,,6089,0
133396,23260,0,35,1,4,1.08,1.23,0.31,1.77,2530926,11047,0
116778,5700,6840,545,3,4.58,0.08,0.33,0.33,7,397985,8659,0
120037,5700,5700,53,0,2.78,1.11,0,0,0.5600000000000001,18093,9125,0
129230,6270,6840,613,353,3,0,0,0,0.25,75407,10480,0
111176,52700,77100,109104,26759,4.1,0.29,0,0,0.1,76368,8149,0
136617,4900,0,0,0,1,0,0,0,0,9344,11514,0
135501,4900,0,8,0,1,0.8,0,0,0.6,1130846,11366,0
135232,12480,0,1290,174,4,4.67,15.33,3.67,4.67,92229,11319,0
101206,4900,5890,270,8,2,1.18,3.64,1.64,9.18,113474,6500,0
86035,7900,7900,115,3,2,0.38,0.38,0,2.75,2266645,6197,0
110053,5700,5700,83,1,1,0.06,0,0,0.12,1072737,7786,425
118359,15590,0,7264,32,4.21,0.21,1.43,0.5,3.57,26457,9945,1
120044,9180,9180,39,3,6,0.67,0.22,0.22,0.11,42774,9124,0
119728,11000,0,1,0,2,0.41,0.53,0,0.24,20548,9089,0
157744,0,0,1,1,1,3,0,0,0,,14938,0
146264,0,0,8,2,1,0,0,0,0,,14115,1
74521,7900,7900,87,4,1.38,1,0.25,0.5,1,26769,5926,0
136591,5700,0,5,0,1,0,0,0,0,,11509,0
119167,4900,4900,149,2,2,0,0,0,0,36984,9064,0
142184,8690,0,6,3,2.75,0.75,0.5,0.25,1.25,1068637,12404,0
135154,22540,0,4958,0,1,0,0,0,0,6606,11289,0
132607,0,0,244,22,1,0,0,0,0,,10928,0
133336,4900,0,4,0,1,0,0,0,0,7840,11030,0
105538,0,0,15,0,1,0.6,0,0,0,,6781,0
136687,7600,0,1145,77,5,2.17,4,3.83,400.83,58509,11520,0
151722,0,0,0,0,0,1.5,0,0,0,,13945,0
108179,5700,5700,177,20,3,3.67,1.67,0,6.33,1455142,7461,0
17135,4900,4900,36,2,4.6,0.27,0.1,0.12,0.3,183802,3017,0
17617,4900,4900,4,0,2,0.05,0.02,0,0.05,0,3186,0
17210,4900,4900,1,0,2,0.03,0,0,0.01,65,3043,0
22583,4900,4900,196,11,5.62,1.04,1.14,0.03,3.44,289480,4245,0
17900,4900,4900,1543,11,5.2,0.6,0.78,0.41,5.12,35450,3320,0
7316,10400,10400,1322,167,4.17,3.5,6.17,4.15,,642139,497,0
1409,4900,4900,508,16,1,0.06,0.6899999999999999,0.05,3.55,106694,5123,738
1530,28100,24800,267557,723,3.86,6.34,19.35,4.03,1319.08,386100,2752,731
52425,4900,0,1,0,1,0.09,0.02,0.02,0,2549,5446,0
17424,4900,4900,59,0,7.94,0.09,0.06,0.02,0.14,960009,3122,0
13835,4900,4900,258,15,7.51,1.33,1.71,0.51,5.76,1240365,1956,1
18666,14900,14900,1,0,1,0.05,0.03,0.01,0.03,50216,3504,0
11611,4900,4900,29,5,1.74,0.17,0.44,0.02,0.39,1002032,1630,2
43874,4900,4900,12,0,1,0.13,0.06,0.02,0.23,19929,5229,0
12802,21500,21500,24306,290,1.97,0,0,0,6.91,24985,1589,0
18130,9800,9800,326,0,2,1.33,0.27,0.9,1.3,345009,3379,0
17132,7100,8200,6397,86,6.5,1.18,1.67,0.98,44.56,103481,3042,0
16063,0,0,0,0,1,0.01,0,0,0,,2628,0
19147,4900,5300,167,0,1.17,0.04,0.04,0.03,0.34,96683,3702,1
15577,9800,9800,88,3,4.27,0.07000000000000001,0.04,0.01,0.19,913428,2503,0
6505,4900,4900,28,0,2.21,0.01,0,0,0,,444,0
24438,14900,0,267,0,0.18,5.12,0.58,5.28,5.05,,4610,0
15131,4900,4900,75,5,1,0.11,0.04,0.04,0.93,77518,2360,0
54068,4900,0,43,1,1,0.38,0.13,0,0.65,26087,5500,0
86154,4900,4900,56,7,1,0.25,0.38,0,2.13,4369,6395,0
128620,11000,5300,115,1,1.05,0.5,0.41,0.23,1.14,35163,10436,0
121715,5800,0,773,0,1.93,0.07000000000000001,0,0,0,32168,9428,0
107394,8550,11340,2585,39,7,3.33,0,3.33,3.33,173043,7235,0
137199,5300,0,39,4,2.4,2.8,0.2,0,3.6,102375,11617,0
149101,0,0,6161,3,1,0,0,0,3,5031,13531,0
8491,4900,4900,324,3,1.42,0.07000000000000001,0.11,0.02,0.03,,711,0
4341,4900,6000,2508,38,2.23,2.63,7.12,2.72,10.19,27598,584,64
11393,4900,4900,647,24,7.96,4.18,3.71,2.28,265.41,,1192,0
16137,4900,4900,54,0,3,0.1,0,0.08,0.23,24291,2651,0
14418,0,0,136388,6261,1.42,0.02,0.61,0,26.19,6036,5518,365
6309,4900,4900,8249,236,6.17,2.35,1.23,0.9,65.58,,918,428
15012,4900,4900,5,0,1,0.19,0.19,0,0.19,,2328,0
19981,0,0,1,0,1,0.03,0,0,0,168714,3753,0
68213,7900,7900,0,0,1,0.25,0,0,0,161417,5793,0
16300,4900,4900,2825,32,7.41,0.88,1.18,0.63,17.8,550538,2704,0
21409,14900,14900,222,11,2.93,0.14,0.11,0,0.1,20555,4230,1
18391,4900,4900,2,0,0.74,0.04,0.01,0,0.02,,3443,0
11599,4900,4900,1251,32,3.88,0.7,4.85,2.14,46.65,,1260,0
15986,4900,4900,285,3,2.99,0,0.01,0,0.2,2313,4049,429
16074,8200,8200,2328,315,11.95,0.09,0.06,0.01,34.65,15056,2948,425
3547,21840,11320,6136,49,3.22,0.23,0.22,0.06,4.92,500266,6248,667
29457,4900,7300,182,5,3.61,1.46,3,1.47,8.050000000000001,1299668,4840,0
52382,4900,4900,144,5,1.95,0.41,0.66,0.09,1.73,1533643,5457,0
21656,4900,4900,79,0,1,0.05,0.05,0,0.43,15409,4034,0
12463,12600,6000,3066,69,1,0.06,0.01,0,0,13494,1558,1
15163,65000,73500,40303,10,1.19,0,0,0,0,,7153,366
90648,16800,28560,7270,45,3.68,2.96,12.37,2.71,255.39,671525,6267,0
29060,17500,17500,684,0,1.32,0.38,0.32,0.32,5.6,2232,5373,1
69919,4900,0,1,0,1,0,0,0,0,91074,5805,0
45417,14900,14900,8981,0,2.37,0.02,0.04,0,0.02,519386,5284,0
37321,0,0,10,0,0.42,0.06,0,0,0,,5194,1
73580,4900,4900,7,0,4,1.73,0.91,0,1.64,400767,5889,0
14749,4900,4900,58,3,2.53,0.21,0.12,0,0.35,12785,2562,1
132034,4900,4900,886,1,1,0.88,1,0.13,0.88,512316,10786,0
130801,5700,5700,71,9,1,1.22,1.11,0,0.78,9707,10640,0
134198,7410,7980,835,0,9.83,96.67,0,96.67,96.67,30532,11181,0
111206,9180,9480,547,105,4.78,0.9399999999999999,1.72,0.5,0.89,2313,8079,0
112877,10110,13970,1288,18,3.67,1.33,10.27,0.27,35.2,599129,8008,0
123063,5700,5700,3849,52,3.2,3.13,7.53,0.67,30,37017,9680,0
110908,9780,10380,441,12,1.9,0.71,0.9,0.29,1.67,75151,11036,428
117024,4900,8535,194,1,1,0.42,0,0,4.08,25788,9335,0
130659,5300,5300,77,2,2,0.67,0,0,4.44,254727,11058,0
125276,4900,0,5,0,2.82,0,0,0,0,,10025,0
119343,5700,5700,18,1,3.85,1,0.6899999999999999,0.31,1.15,61948,9733,1
120528,5260,5710,714,44,1,3,7,2,3,231455,9205,0
72692,9180,0,1809,2,1,0,0.35,0.04,0.43,85864,13189,430
63133,7900,7900,29,2,2.8,0.4,0,0,0.2,1026072,5688,0
90020,7900,7900,130,1,3,0.29,0.29,0,0.57,655221,6260,0
137530,9180,0,53,6,3,0.5,0.75,0,0.5,20149,11651,0
119619,5700,5700,82,6,3,0,0,0.08,0.5,51281,9532,0
105896,13970,7980,156,0,3,1.4,0.2,0.2,0.7,33509,7171,1
25860,7890,8060,410,4,1,0.21,0.11,0.11,0.11,104711,8122,359
135570,5700,0,61,8,1,1.67,10.17,0.83,3.83,341545,11399,0
121855,4900,4900,3,0,1,0.67,2.67,0,0.22,1352,9464,0
124909,8535,14080,1681,22,3.09,2.09,3.91,0.36,25.64,6559,9994,0
138732,0,0,21,3,3.5,0.75,3,0,0,66754,11828,0
17292,7900,7900,4013,91,4.33,1.01,2.81,0.55,15.35,895495,3072,0
22878,14900,18200,14351,133,2,4.12,14.89,8.16,71.25,403729,4247,0
18195,91900,47200,1469,16,6.58,1.17,2.46,0.48,10.16,758553,3440,0
29934,4900,4900,411,37,2.72,1.77,1.57,0.15,52.96,88961,4860,0
10465,4900,4900,158,2,1,0.23,0.15,0,0,,972,0
12471,4900,4900,186,2,4.21,0.05,0.01,0.01,0,,1472,0
21049,14900,14900,10135,60,2.65,0.91,5.8,5.56,104.87,175500,4625,2
17016,6000,6000,2002,50,4.45,0.06,0.08,0.08,18.6,244111,3010,0
19681,14900,14900,4690,1337,4.1,0.05,0.01,0,0.02,16603,4093,1
22720,4900,4900,2,0,2.88,0.07000000000000001,0.02,0.01,0.04,1246,4219,0
19998,23600,23600,1173,7,1.89,0.05,0.03,0.02,0.93,18514915,4032,1
5295,4900,4900,1265,101,6.83,2.63,6.6,3.63,1.84,,228,0
13697,9300,8200,2369,18,1,0.05,0.59,0.52,19.54,58455,2211,68
18109,9800,4900,164,3,2.35,0.03,0.07000000000000001,0.01,0.35,87753,3372,0
20865,0,0,88,1,1,0.01,0.02,0,0.01,211123,3916,0
10399,4900,4900,618,15,3,0.19,0.18,0.04,0.14,,971,0
20517,4900,4900,370,10,2,0.35,0.83,0.24,7,335955,3855,0
22034,14900,0,1,0,1,0.06,0,0,0.02,15,4092,0
20038,4900,4900,470,5,3.99,0.37,0.55,0.33,1.71,487498,3764,0
11223,4900,4900,2188,27,4.22,2.02,3.56,1.32,31.02,,1080,0
49990,4900,4900,52,10,1,0.14,0.52,0.14,1.9,81723,5474,0
11354,4900,4900,705,11,2.9,0.2,0.26,0.08,1.29,,1187,1
16295,4900,4900,2,0,0.37,0.08,0.02,0,0.02,,2701,0
49180,9800,4900,387,2,2.51,0.2,0.12,0.12,0.85,1580244,5398,0
85757,4900,4900,16,1,2,0.75,0,0.13,0.38,588583,6190,0
35877,14900,0,186,0,1,0.06,0,0,0,805,4927,0
34368,10900,10900,4498,64,2.92,1.81,11.87,4.44,201.6,598099,5065,0
64308,9800,9800,936,18,2.55,0.21,3.55,0.83,107.93,2955796,5704,0
56150,7900,18210,2887,55,2.65,0.7,1.8,0.05,28.08,752937,5548,0
71520,4900,4900,87,0,1.9,0.3,0,0,0,1181461,5823,0
54046,44300,23100,4451,17,4.32,10,4.32,10.29,828.66,1223269,5631,69
15387,14800,10400,2860,199,1,0.33,0.52,0.38,10.95,63995,2438,0
111327,10110,10950,3928,235,3.5,0.57,1.36,0.71,5.57,91535,7894,0
79715,7820,13040,4719,83,4.14,1.43,32.76,1.24,38.33,187745,9985,428
137064,14080,0,161,3,4.4,0.8,1.4,0.8,0.8,397495,12326,0
116898,11340,11340,3094,171,3.32,1,0.26,0,886.3200000000001,34251,9689,1
23850,0,0,1,0,1,0,0,0,0,,10875,362
117962,0,0,1,0,0,0.18,0,0,0,,8840,0
12598,4900,6000,918,62,12.44,0.35,0.21,0.18,12.51,,1536,1
129990,5700,5700,268,15,2.6,0.6,0.1,0.1,1.2,14723,10554,0
128762,0,0,4,0,1,0,0,0,0,2011,10422,0
130663,56760,0,23340,2,3,0,0,0,0,2076,11046,0
133619,4900,4900,1,0,7,0,0,0,0,1586,11082,0
118784,4900,5300,68,1,1,0.18,0,0,1,9284,9850,1
116947,6300,8700,1721,154,8.449999999999999,6.09,60.45,1.45,47.36,191397,8957,0
127702,0,0,5,0,0.1,0.6,0.4,0,0.2,,10298,0
119057,28200,28200,9250,39,3.6,3.93,6.73,3.8,46.53,76343,10041,1
138720,14080,0,113,9,2,12,10.67,7.33,12.67,238260,11819,0
122172,5300,5300,20,3,1,0.25,1.33,0.08,0.25,8452,9528,0
124314,10600,10600,47,2,2.5,0.08,0,0,0,16303,10930,1
122118,5300,5300,99,4,3,0,0,0,0,25174,9518,0
127231,9180,9180,202,12,5.9,1,0.1,0.1,4.1,57550,10288,0
122918,9180,14380,316,12,4.08,2.69,0.85,0.23,15.15,59207,10342,0
80985,24120,16090,1789,0,2.76,0.27,0.83,0.54,2.61,11531,8028,426
117614,7890,0,2,0,1,0.38,0.08,0.08,0.08,8284,8803,0
117483,22500,30180,12398,36,4.31,0.06,0.06,0,1.38,7552,9632,1
124999,0,0,53,10,2.73,0,0,0,0,101498,14543,3
109754,6300,8700,430,19,2.79,1.05,1.89,0.16,3.79,3852,8592,425
123713,8690,0,10215,2,1,0.31,0.92,0,0.08,42937,9798,0
110670,4900,5230,522,6,2,0.2,0.58,0.36,5.51,18321,7727,0
121345,8290,13530,540,37,8.92,0.25,0.75,0,0.17,139828,9962,1
138775,14080,0,31,8,1,1.5,0,0,0.75,14754,11841,0
107735,21300,23700,1968,357,9.279999999999999,1.36,0.84,0.16,24.2,3785726,7331,0
78771,14900,4900,1,0,1,0,0,0,0,56611,6033,0
129487,5700,0,1,0,1,0,0.1,0,0,4486,10537,0
131570,8290,8290,241,0,7.63,5.25,0.25,5.13,5,4042852,10714,0
24015,14900,14900,1269,51,2.16,0.46,0.49,1.12,27.03,275861,4567,0
132850,5700,10600,107,7,1.71,1.57,16.64,0,5.36,1045581,10976,0
132160,0,0,24308,3471,0.14,0.14,0,0,0.14,,10825,0
125156,4900,4900,3198,81,8.82,19.36,98.64,1.18,52,128923,10006,0
83033,7900,4900,3,0,2,0,0,0,0,13491,6144,0
119879,9180,0,19,0,2.87,0.13,0,0.07000000000000001,0.13,16359,9179,0
116828,5700,5700,57,1,1,0,0,0,0.27,23852,9116,0
143122,4900,0,1,0,1,1.4,0,0.2,0.2,3261,12591,0
139437,0,0,1,0,1,0,0,0,0,96,11964,0
107053,5700,5700,22,1,1,0.05,0,0,0.8100000000000001,2619,8186,425
106169,14000,14000,0,0,1,0,0,0,0,,6924,0
99515,9180,10080,373,10,5.2,1.6,1.2,0.8,2.4,201546,6468,0
107028,8690,8690,75,15,13,2.75,7.5,1,6.25,620128,7151,0
151914,0,0,5,1,0.5,3,4,0,1.5,,13975,0
152036,0,0,1,0,7,0,0,0,0,398088,14000,0
154115,0,0,1,1,3,2,6,0,1,10528,14458,0
15612,20850,29800,2821,40,1.57,0.9399999999999999,5.19,1.82,39.5,284359,4225,431
12615,4900,4900,636,8,2.93,0.11,0.65,0.44,3,3191,1525,1
20448,4900,4900,15,1,3,0.02,0.02,0,0.13,3094,3836,0
13008,4900,4900,392,25,2.97,2.11,5.97,2.95,16.58,1763014,1632,0
22642,4900,4900,1820,23,6.78,2.81,4.48,3.53,80.64,348813,4279,0
14323,14900,14900,1671,64,7.05,16.48,12.4,20.19,27.81,,2085,0
22932,0,0,359,3,1.18,0.03,0.04,0,0.03,,4851,2
14343,4900,4900,501,10,1.98,0.27,0.59,0.46,5.44,320220,2240,69
16302,4900,4900,31,0,2.97,0.03,0.03,0,0.06,99395,3014,425
17507,4900,4900,112,3,2,0.11,0.03,0.04,0.16,22089,3151,0
18393,4900,4900,25,3,1,0.07000000000000001,0.02,0,0.1,27795,3444,0
11856,6000,7100,2286,82,3.45,0.15,0.02,0.01,19.2,,1299,0
16805,18000,16900,2100,17,1.52,0.28,0.38,0.17,3.44,551630,3628,2
7659,4900,6000,1950,9,2.75,0.42,1.03,0.86,64.98,113056,2782,791
8421,4900,4900,1190,80,2.8,0.68,0.71,0.06,0,,718,0
22002,0,0,0,0,3,0.03,0,0,0,28596,4089,0
7552,6000,4900,1873,12,2.34,0.03,0.08,0.03,27.23,100082,1863,433
13073,7100,8200,3718,168,12.42,22.52,63.9,17.45,77.83,3380730,1648,0
41348,4900,4900,0,0,2,0,0,0,0,241195,5087,0
19202,14900,14900,272,6,2,0.14,0.43,0.08,1.3,115767,3706,1
30146,4900,4900,1183,0,1,0.05,0,0,0,758,4841,0
21392,0,0,107,1,1.45,0,0,0,0,81877,6057,65
19274,4900,4900,1,0,2.97,0.08,0,0,0,,7543,62
112439,5700,5890,2784,7,8.31,1.69,4.88,3.25,1.69,285356,8416,0
133391,11400,0,5,0,1,0.47,0,0,0.13,5941,11095,0
126639,22540,0,1992,0,3.45,1.45,0,0.55,0.73,250133,10670,1
107046,5700,6080,586,27,6.59,0.53,1.82,0.41,2.82,15119,8685,426
123648,39900,39900,47460,1756,8.31,1.23,4.77,1.08,484.77,246045,9782,0
112233,5700,0,1,0,0.15,0.25,0,0,0,,7927,0
90739,0,0,2,0,0.25,0.5,0,0,0,,6268,0
132439,5700,5700,35,5,4.57,0.86,0.43,0,0.29,141039,11200,0
115047,5700,5700,21,0,1.23,0,0,0,0.08,16507,9081,1
121814,5440,5440,353,13,1,0.25,1.58,0.58,1.92,30728,10168,1
106837,33050,49920,15073,53,1.67,11.67,2.67,0,75.33,777428,7285,0
122819,4900,4900,71013,670,2,1.43,2.14,2.5,4913.57,21008,9847,0
122473,6140,9690,872,15,1,1.36,1.14,0.07000000000000001,3.07,10570,9855,0
106134,4900,4900,0,0,1,0,0,0,0,1610,8863,427
122704,8535,8535,83,8,3,0.29,0,0,1.29,26232,9613,0
121498,5180,5180,420,4,1.9,0.4,0.1,0,0.7,49644,9498,0
132135,0,0,548,0,1,0.29,0,0,0,,10814,0
112940,5700,5700,54,3,1,0,0.22,0.17,1.44,13717,8531,0
117698,9180,16090,1727,6,1,0,0,0,2.82,52660,9497,0
111977,8700,16090,3490,130,2.94,6.59,36.12,11.24,10.29,653354,7911,0
132127,10600,0,2,0,1.43,1,3.14,0,0.57,10776,10810,0
134919,4900,0,259,17,1,0,0,0,0,9666,11703,1
118952,12480,13680,1509,35,10.82,19.27,31.27,26.45,19.82,282987,9000,0
116808,0,0,8,0,0,0,0,0,0,,8742,0
132938,5300,8690,1846,150,1.5,1.5,0.25,0,4.25,1418,10984,0
119466,0,0,2,0,1,0,0,0,0,25,9052,0
72405,4900,7900,1487,1,2.64,0.09,0.09,0,0.09,1092,5894,0
90522,7900,7900,176,9,2,1.2,1,0.4,3.2,91708,6318,0
132791,0,0,1,0,1,0,0,0,0,,10964,0
120465,8290,8535,347,15,2.88,0.38,0.13,0,4.69,29797,9893,1
18342,5300,5300,1791,6,4.64,0,0,0,0.07000000000000001,449248,8479,363
